,评论,评论号,评价对象,情感词
2760,价格比实体店便宜,1,价格,便宜
2761,质量不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,1,质量,不错
2762,没有去年买的面料舒服,0,面料,舒服
2763,面料还是舒服,0,面料,舒服
2764,黑色的料子不行,0,黑色,行
2765,裤子质量好,0,质量,好
2766,平时和去运动都可以穿买了三个颜色以下凑字好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,0,颜色,好
2767,东东质量非常好,0,质量,好
2768,质量还是相当可以的,0,质量,可以
2769,做工方面很好没有线头,1,做工,好
2770,上身试下挺舒服,1,上身,舒服
2771,体恤质量特别好,0,质量,好
2772,款式都不错,0,款式,不错
2773,大小肥瘦都合适,0,大小,合适
2774,衣服挺漂亮的,1,衣服,漂亮
2775,颜色好这里,0,颜色,好
2776,而且颜色也合适,1,颜色,合适
2777,穿上身挺合身的,1,上身,合身
2778,非常好质量,0,质量,好
2779,号非常合适,0,号,合适
2780,照片是晚上拍的效果不算太好,0,效果,好
2781,买回来还没有穿但是看着质量不错,1,质量,不错
2782,衣服挺合适的,1,衣服,合适
2783,这是我在淘宝买衣服最满意的一次,1,衣服,满意
2784,质量看着还行,0,质量,行
2785,衣服穿起挺好的,0,衣服,好
2786,恤面料很好,0,面料,好
2787,没有任何异味,1,异味,
2788,主要是不透完全超出期望值摸着也超级舒服,1,面料,舒服
2789,衣服要比想象中的好,1,衣服,好
2790,衣服真的很舒服的,0,衣服,舒服
2791,打开一点异味都没有,1,异味,
2792,搭牛仔裤也贼好看,0,牛仔裤,好看
2793,这店家衣服頁好,0,衣服,好
2794,但质量还可以,0,质量,可以
2795,本人拍的尺码但很合身,0,尺码,合身
2796,穿着舒适面料舒适,0,面料,舒适
2797,穿起来美美的种衣服穿着舒适清闲自在,0,衣服,舒适
2798,做工精致蛮推荐的,0,做工,精致
2799,质量真的非常的好,0,质量,好
2800,我就喜欢这样的款式,1,款式,喜欢
2801,衣服颜色不会掉色,1,衣服颜色,掉色
2802,最重要是价格要比实体店实惠很多,0,价格,实惠
2803,手感上也是很细腻的,0,手感,细腻
2804,衣服摸着不错,1,衣服,不错
2805,这衣服真好,1,衣服,好
2806,妈妈说料子舒服,0,料子,舒服
2807,码数偏小不合适,0,码数,小
2808,衣服面料满意,0,衣服面料,满意
2809,图案也漂亮,0,图案,漂亮
2810,布料摸起舒服,1,布料,舒服
2811,料子还很好,1,料子,好
2812,态度也非常好,1,态度,好
2813,不会老气款式简单大方,1,款式,简单大方
2814,质量却这么好,1,质量,好
2815,真的是超级好的卖家款式较简单,0,款式,简单
2816,这个价格只能说是凑合着穿吧,1,价格,凑合
2817,面料厚度也可以,1,面料,可以
2818,不可说了这种衣服还有人说可以,1,衣服,可以
2819,穿上大小刚合适,0,大小,合适
2820,尺寸非常合适,1,尺寸,合适
2821,质量不错哎,1,质量,不错
2822,看这种衣服陆陆续续看了好久,0,衣服,好
2823,百搭的又不过时款式,0,款式,百搭
2824,大小又合适,0,大小,合适
2825,质量方面都还可以的,1,质量,可以
2826,就是黑色有点粘毛,1,黑色,粘毛
2827,质量不错很适合我,1,质量,不错
2828,而且衣服款式很百搭,1,衣服款式,百搭
2829,衣服还不错的,0,衣服,不错
2830,衣服也不错跟描述的一样,0,衣服,不错
2831,做工很精致,0,做工,精致
2832,款式图案也可以,0,款式,可以
2833,推荐的号码合适,1,号码,合适
2834,我喜欢的款式,1,款式,喜欢
2835,大小都很好,1,大小,好
2836,穿着挺合身的质量也不错,1,质量,不错
2837,设计也挺漂亮,0,设计,漂亮
2838,衣服还好的体重,0,衣服,好
2839,挺喜欢的宝贝,0,宝贝,喜欢
2840,这家的衣服确实挺好的,1,衣服,好
2841,质量真是真心不错,1,质量,不错
2842,面料不是太好,0,面料,好
2843,满想到这个价钱能买到满意的衣服,0,衣服,满意
2844,质量相当好啦,0,质量,好
2845,比较宽松版型,1,版型,宽松
2846,版型宽松的,0,版型,宽松
2847,很喜欢的颜色,0,颜色,喜欢
2848,买衣服只想买舒服百搭又显瘦的,0,衣服,舒服
2849,最要紧的是价格超级实惠,0,价格,实惠
2850,整体来说不错吧,1,整体,不错
2851,透气性也不错,1,透气性,不错
2852,透气还不错,0,透气,不错
2853,穿着效果也挺好,0,效果,好
2854,颜色也不错很喜欢,1,颜色,喜欢
2855,妈妈也说面料可以的,0,面料,可以
2856,衣服收到试穿了一下很漂亮,0,衣服,漂亮
2857,个加大就效果更好,0,效果,好
2858,大小挺合适,0,大小,合适
2859,这个价格又便宜,1,价格,便宜
2860,和卖家描述没有色差,1,色差,
2861,总体来说挺不错,1,总体,不错
2862,做工也都不错呢,0,做工,不错
2863,衣服可以说是非常的赞了,1,衣服,赞
2864,试穿过很合身样子还不错,1,样子,不错
2865,宽松的款式不显胖,1,款式,宽松
2866,图案很个性漂亮,1,图案,漂亮
2867,店家的服务也是非常的好,0,服务,好
2868,但面料特别好,1,面料,好
2869,宝贝真的是不错,1,宝贝,不错
2870,而且这个图案也很好看,1,图案,好看
2871,面料摸起还是比较舒服的,0,面料,舒服
2872,这个属于宽松版型,0,版型,宽松
2873,不褪色就是绝对好质量,0,质量,好
2874,好时尚的一套衣服,0,衣服,好
2875,价格还这么便宜,1,价格,便宜
2876,衣服收到穿上刚好,0,衣服,好
2877,恤厚薄适中,0,厚薄,适中
2878,款式大小都不错,1,款式,不错
2879,宝贝好满意,1,宝贝,好
2880,搭配牛仔裤的确好看,1,牛仔裤,好看
2881,平价好产品,0,产品,好
2882,老板服务周到,0,服务,周到
2883,这个料子穿着还蛮舒服的呢,0,料子,舒服
2884,这个款式很好,0,款式,好
2885,好了想再买件黑色的,1,黑色,好
2886,客服服务也很好,1,服务,好
2887,衣服穿上也很舒服,0,衣服,舒服
2888,就是色差有点明显,0,色差,明显
2889,我们的衣服都是经过了蒸汽缩水的处理,1,衣服,缩水
2890,质量也都是有保证的亲,1,质量,保证
2891,不值这价钱,1,价钱,值
2892,这家的衣服总算满意了,1,衣服,满意
2893,和图片没有色差,0,图片,色差
2894,穿上没有图片上的效果好,0,效果,好
2895,面料吃穿着特别舒服,0,面料,舒服
2896,很满意这个衣服,1,衣服,满意
2897,面料摸着也挺舒服的呢,1,面料,舒服
2898,面料是自己喜欢的,1,面料,喜欢
2899,穿了看看质量好还会在买的,1,质量,好
2900,店家态度又好,0,态度,好
2901,宝贝买的不错,0,宝贝,不错
2902,客服推荐的大小合适,0,大小,合适
2903,衣服穿着挺舒服,0,衣服,舒服
2904,这件新款的质量非常好,1,质量,好
2905,大小穿上很合适,1,大小,合适
2906,做工棉料都挺好的,1,做工,好
2907,不过布料什么的都很舒服,1,布料,舒服
2908,但是质量一般,1,质量,一般
2909,看着质量道可以,1,质量,可以
2910,图案是绣上去的漂亮,1,图案,漂亮
2911,满意宝贝很好,0,宝贝,好
2912,这样的衣服算不错了,0,衣服,不错
2913,面料摸着舒服,0,面料,舒服
2914,这件料子比那件好点,0,料子,好
2915,质量没有问题,1,质量,问题
2916,颜色是我喜欢要的,1,颜色,喜欢
2917,别的都尺码很合身,0,尺码,合身
2918,穿上效果挺好,0,效果,好
2919,就是自己颜色没挑好,0,颜色,好
2920,店家推荐尺码比较宽松,1,尺码,宽松
2921,颜色都喜欢,1,颜色,喜欢
2922,但是穿着很舒服棉的布料,0,布料,舒服
2923,宽松版的透气性很好,0,透气性,好
2924,衣服洗过了没有褪色,0,衣服,褪色
2925,恤质感不错,1,质感,不错
2926,面料非常一般,1,面料,一般
2927,总体一般总体一般总体一般面料非常一般,1,面料,一般
2928,客服推荐的尺码穿上也特别的合适,0,尺码,合适
2929,很喜欢这种设计的衣服,1,衣服,喜欢
2930,而且这个价格很实惠,1,价格,实惠
2931,搭配牛仔裤或休闲裤都很好看,1,牛仔裤,好看
2932,整体还是比较满意的,1,整体,满意
2933,颜色很显白很自然,0,颜色,显白
2934,不管是搭裙子还是牛仔裤都很好看,0,牛仔裤,好看
2935,上身穿起来很舒服,0,上身,舒服
2936,大小也刚刚好不会很贴身,1,大小,好
2937,面料摸着就很舒服,1,面料,舒服
2938,面料是那种不起球不变型的,1,面料,起球
2939,没发现掉色便宜穿着舒服大小合适,1,大小,合适
2940,价格也太合适了,0,价格,合适
2941,搭牛仔裤都好看,0,牛仔裤,好看
2942,上身看来很舒服很自然的那种,0,上身,舒服
2943,短袖非常的好哦,1,短袖,好
2944,价格也比外面的便宜,1,价格,便宜
2945,最主要是质量比别的还好,1,质量,好
2946,萝卜图案还是可爱的,0,图案,可爱
2947,价格还算可以,0,价格,可以
2948,颜色比较鲜艳,0,颜色,鲜艳
2949,针脚做工也挺好的,1,做工,好
2950,性价比是超高的,1,性价比,高
2951,两件手感都很好,1,手感,好
2952,比我以前买的别家性价比高,1,性价比,高
2953,总体还不错吧,0,总体,不错
2954,图案不是很喜欢,0,图案,喜欢
2955,为更多的米丝提供更好的产品,0,产品,好
2956,毕竟这个价格很划算了,0,价格,划算
2957,款式比较百搭,1,款式,百搭
2958,特别喜欢小橘子的图案,1,图案,喜欢
2959,衣服棉质度也挺好,1,衣服,好
2960,棉质也舒服,0,棉质,舒服
2961,这才是我想要的宽松版型的,0,版型,宽松
2962,衣服好可爱哟,0,衣服,好可爱
2963,料子还不错哦,0,料子,不错
2964,超好搭衣服,0,衣服,好
2965,号的比较合适,0,号,合适
2966,价格也比较划算,0,价格,划算
2967,价格还是挺实惠的,1,价格,实惠
2968,客服小姐姐态度特别好,1,态度,好
2969,要的就是这种宽松的款式,1,款式,宽松
2970,这个价格很合适,0,价格,合适
2971,服务非常周到,1,服务,周到
2972,客服推荐的尺码超级合适,1,尺码,合适
2973,版型是宽松,0,版型,宽松
2974,可以利用巧妙的搭配达到理想效果噢,0,效果,可以
2975,衣服颜色不错,0,衣服,不错
2976,价钱超级便宜,0,价钱,便宜
2977,总体还是很不错的,0,总体,不错
2978,店家服务很好,0,服务,好
2979,价格也挺合适的,0,价格,合适
2980,黑色布料会比白色的粗糙些,0,布料,粗糙
2981,蓝色的没有色差,0,蓝色,色差
2982,价格不要太实惠哦,1,价格,实惠
2983,长短也刚好合适,1,长短,合适
2984,图案也很可爱,1,图案,可爱
2985,印花也比较清晰,1,印花,清晰
2986,颜色也显白,0,颜色,显白
2987,质量没有蓝色的好,0,质量,好
2988,好粉嫩的颜色,1,颜色,粉嫩
2989,不过一分钱一分货价格还是不错的,1,价格,不错
2990,属于宽松版型,1,版型,宽松
2991,衣服很实惠,1,衣服,实惠
2992,很柔软质感很好,0,质感,好
2993,纯棉的透气,0,纯棉,透气
2994,质量可以奥,1,质量,可以
2995,质量个人比较满意的,1,质量,满意
2996,质量还是可以的,0,质量,可以
2997,最主要是质量好又便宜,0,质量,好
2998,他家的做工都还不错,0,做工,不错
2999,面料还好有点硬,0,面料,好
3000,颜色也是喜欢的样子很喜欢的哟,1,颜色,喜欢
3001,料子不太好,1,料子,好
3002,而且黑色的穿起来也比较显瘦,1,黑色,显瘦
3003,总体非常不错,1,总体,不错
3004,比较喜欢款式简单的,0,款式,喜欢
3005,一次买了两件感觉价格很便宜,0,价格,便宜
3006,款式很宽松,1,款式,宽松
3007,图案清新靓丽,1,图案,清新
3008,印花图案也很可爱,1,图案,可爱
3009,这个价格买两件真的很便宜,1,价格,便宜
3010,总体还不错啦,0,总体,不错
3011,图案超级可爱,0,图案,可爱
3012,手感这么好,0,手感,好
3013,这价格性价比高,1,性价比,高
3014,印花很好看,1,印花,好看
3015,陪牛仔裤很好看,1,牛仔裤,好看
3016,关键价格很合适啊,1,价格,合适
3017,蓝色质量比较好,0,质量,好
3018,我们一定用心做好每一样产品,0,产品,好
3019,黑色这款很好看,0,黑色,好看
3020,很喜欢他们家款式,0,款式,喜欢
3021,颜色款式都是百搭,0,款式,百搭
3022,印花清晰可爱,1,印花,清晰
3023,但是这家的衣服很舒服,1,衣服,舒服
3024,灰色的印花也好看,0,印花,好看
3025,不过如果衣服再长一公分就好了,0,衣服,好
3026,颜色也没有差别,0,颜色,差别
3027,白色这款超喜欢,1,白色,喜欢
3028,衣服上的英文是漂亮的意思,1,衣服,漂亮
3029,在这家店买了好多衣服了,1,衣服,好
3030,就更修身很好看了,1,修身,好看
3031,性价比高的,1,性价比,高
3032,面料还挺舒服的,1,面料,舒服
3033,面料真的很舒服,0,面料,舒服
3034,价格很便宜了,0,价格,便宜
3035,左胸的猫爪印花图案很可爱,0,印花图案,可爱
3036,西瓜图案挺可爱的,1,图案,可爱
3037,黑色没有色差,1,黑色,色差
3038,黑色超显瘦,1,黑色,显瘦
3039,颜色非常满喜欢,1,颜色,喜欢
3040,颜色没有很鲜艳,0,颜色,鲜艳
3041,印花精致好看,0,印花,好看
3042,蓝色还可以,0,蓝色,可以
3043,这个价格买两件实在是太划算了,0,价格,划算
3044,价格也是很优惠了,1,价格,优惠
3045,包装也很好没有破损,1,包装,好
3046,这个衣服真的不错,1,衣服,不错
3047,也没有什么异味,1,异味,没有
3048,喜欢显瘦效果一般建议选购深色系的哟,0,效果,显瘦
3049,我们坚持提供好品质和好服务的方向从来不会改变,0,服务,好
3050,我们始终致力于为您提供更好的服务,0,服务,好
3051,买一送一性价比太高啦,0,性价比,高
3052,这个价格很实惠了,0,价格,实惠
3053,这个价位可以了满意,0,价位,满意
3054,我很喜欢这个颜色,0,颜色,喜欢
3055,颜色非常好,1,颜色,好
3056,恤最好搭衣服了,0,衣服,好
3057,红萝卜印花好看,0,印花,好看
3058,整体来说还是满意,0,整体,满意
3059,料子还特别好,1,料子,好
3060,图案也是自己喜欢的图案,1,图案,喜欢
3061,这个黄色没有色差,1,黄色,色差
3062,黑色很好搭的一款,1,黑色,好搭
3063,价格挺合适,0,价格,合适
3064,材质很舒服,0,材质,舒服
3065,面料摸上去很舒服,0,面料,舒服
3066,衣服棉的挺好,1,衣服,好
3067,上身也比较舒服,1,上身,舒服
3068,衣服质量摸着舒服,0,衣服,舒服
3069,衣服资料超好,1,衣服,好
3070,颜色好软萌,1,颜色,好
3071,特别喜欢这个颜色,1,颜色,喜欢
3072,版型比较宽松,0,版型,宽松
3073,很喜欢我选的这个图案,0,图案,喜欢
3074,上面的图案很可爱,0,图案,可爱
3075,纯棉非常舒服,0,纯棉,舒服
3076,总体性价比挺高,1,性价比,高
3077,这件质量好,1,质量,好
3078,质量好又简单好看,1,质量,好
3079,是喜欢的款式,0,款式,喜欢
3080,全棉料穿着舒服,0,全棉,舒服
3081,款式都很喜欢,0,款式,喜欢
3082,衣服可以稍微长一点吗,0,衣服,可以
3083,一点都不透气的布料,1,布料,透气
