,评论,评价对象,程度副词,否定词,情感词
1778,整体评价很不错,整体,很,0,不错
1779,面料听柔软的,面料,0,0,柔软
1780,手感还挺好的,手感,挺,0,好
1781,老公说穿着舒服,面料,0,0,舒服
1782,图案的颜色也挺好看的,图案颜色,挺,0,好看
1783,布料柔软舒服,布料,0,0,柔软
1784,穿起来凉快透气,面料,0,0,透气凉快
1785,价格也实惠,价格,0,0,实惠
1786,衣服轻薄舒适,衣服,0,0,轻薄
1787,衣服面👯料柔软,面料,0,0,柔软
1788,布料摸得很舒适,布料,很,0,舒适
1789,衣服很合适,衣服,很,0,合适
1790,大小合适   也舒适质量还是很不错的,质量,很,0,不错
1791,而且价格也便宜,价格,0,0,便宜
1792,夏天穿很舒服,面料,很,0,舒服
1793,东西质量很好,质量,很,0,好
1794,没想到这个价位买到衣服居然还不错,价位,还,0,不错
1795,上身效果蛮好的,上身效果,蛮,0,好
1796,材质很细滑,材质,很,0,细滑
1797,质量一般般,质量,0,0,一般般
1798,衣服的质量也很好,质量,很,0,好
1799,穿在身上很舒服洗了会掉色就算了,面料,很,0,掉色
1800,汗衫质量好,汗衫质量,0,0,好
1801,衣服也喜欢,衣服,0,0,喜欢
1802,看着蛮不错的,设计,蛮,0,不错
1803,衣服穿得特别合适,衣服,特别,0,合适
1804,尺度刚刚好,尺度,刚刚,0,好
1805,价格也优惠,价格,0,0,优惠
1806,颜色深浅分明,颜色,0,0,分明
1807,穿着又凉快,布料,0,0,凉快
1808,上身效果：看起来还是好看的,上身效果,0,0,好看
1809,衣服不错价格实惠,价格,0,0,实惠
1810,面料穿着舒服,面料,0,0,舒服
1811,款式还不错,款式,0,0,不错
1812,尺码和面料都很好,尺码,很,0,好
1813,值得推荐质量不错,质量,0,0,不错
1814,整体评价：材质好,材质,0,0,好
1815,还挺凉快的,布料,挺,0,凉快
1816,东西很便宜,东西,很,0,便宜
1817,三十九元四件衣服超值,衣服,超,0,值
1818, 材质特性：柔软,材质,0,0,柔软
1819, 上身效果：舒服,上身效果,0,0,舒服
1820,穿起来凉爽,材质,0,0,凉爽
1821,质量不错哦,质量,0,0,不错
1822,总体好评吧,总体,0,0,好评
1823,做工方面不好,做工方面,0,不,好
1824,衣服摸起来的感觉很不错,衣服,很,0,不错
1825,材质也很舒服,材质,很,0,舒服
1826,做工很好图案好看,做工图案,0,0,好看
1827,这价格挺便宜的,价格,挺,0,便宜
1828,印花特意清晰,印花,0,0,清晰
1829,实物尺码严重不符,尺码,严重,0,不符
1830,价格是优势,价格,0,0,优势
1831,质量的问题让人愤怒,质量,0,0,愤怒
1832,衣服上有一股难闻的气味,气味,0,0,难闻
1833,而且做工粗糙,做工,0,0,粗糙
1834,小衫的尺码不准确大家一定要注意,小衫尺码,0,不,准确
1835,这个性价比高,性价比,0,0,高
1836,宝贝非常不错,宝贝,非常,0,不错
1837,衣服便宜薄如纱,衣服,0,0,便宜
1838,夏天凉快爽歪歪,布料,0,0,凉快
1839,布料很舒服,布料,很,0,舒服
1840,穿到身上很凉快,布料,很,0,凉快
1841,衣服比我想想的要好的多,衣服,0,0,好
1842,衣服颜色也挺好,衣服颜色,挺,0,好
1843,整体评价：满意 上身效果：满意 ,上身效果,0,0,满意
1844,尺码推荐：尺寸不大不小刚好,尺码,0,0,刚好
1845,看起来很不错,衣服,很,0,不错
1846, 材质特性：可以,材质,0,0,可以
1847, 上身效果：合身,上身效果,0,0,合身
1848,  厚薄度：蚕丝清凉,厚薄度,0,0,清凉
1849, 厚薄度：偏薄,厚薄度,偏,0,薄
1850, 面料品质：可以,面料,0,0,可以
1851,真的是性价比很高,性价比,很,0,高
1852,面料也挺舒服,面料,挺,0,舒服
1853,收到货了    物流很快    穿上试了试很舒服    大小也正合适,大小,很,0,合适
1854,很不错   我非常满意,衣服,非常,0,满意
1855,衣服很轻巧,衣服,很,0,轻巧
1856,图案设计蛮好的,图案设计,蛮,0,好
1857,质地也蛮轻软舒适的,质地,蛮,0,轻软
1858,主要是便宜,价格,0,0,便宜
1859,衣服质量好非常喜欢,衣服质量,非常,0,好
1860,发货时间太慢了,发货时间,太,0,慢
1861,造型很漂亮,造型,很,0,漂亮
1862,整体评价：性价比好 尺码推荐：黑色,性价比,0,0,好
1863,无法表达对这个宝贝的喜爱,宝贝,0,0,喜爱
1864,还是小质量也不好,质量,0,不,好
1865,这价格可以了,价格,0,0,可以
1866,面料品质好,面料,0,0,好
1867,材质舒适透气,材质,0,0,舒适
1868,看着料子到是还可以,料子,还,0,可以
1869,夏天穿不闷,面料,0,不,闷
1870,衣服质量也很好 我很喜欢,衣服质量,很,0,好
1871,而且面料摸起来很柔软,面料,很,0,柔软
1872,尺码大小也很合适,尺码,很,0,合适
1873,这样的价格是我遇到最优惠的了,价格,最,0,优惠
1874,衣服好好看哦,衣服,0,0,好好看
1875,做工也很棒,做工,很,0,棒
1876,我觉得这个尺码有点不科学,尺码,有点,不,科学
1877,白色的穿身上还有点透明,白色,有点,0,透明
1878,看起来非常时尚,设计,非常,0,时尚
1879,这衣服好啊,衣服,0,0,好
1880,上身效果：图案好看,图案,0,0,好看
1881,码数不对&hellip;&hellip; ,码数,0,不,对
1882,质量很差 尺码推荐：尺码不准,尺码,0,不,准
1883,有大有小&hellip;&hellip; 材质特性：不透气,材质,0,不,透气
1884,图案部分透气性差,透气性,0,0,差
1885,或者说根本不透气,面料,0,不,透气
1886,很好 款式新颖,款式,很,0,新颖
1887,整体评价：衣服料子上手感觉很好,衣服料子,很,0,好
1888,挺透气舒适的,布料,挺,0,透气舒适
1889,尺寸也刚好,尺寸,刚,0,好
1890,非常不错的衣服啊,衣服,非常,0,不错
1891,售后服务态度很好,服务态度,很,0,好
1892,料子什么也很舒适,料子,很,0,舒适
1893,图案不错非常好看,图案,非常,0,好看
1894,衣服吸水透气都不错,透气,0,0,不错
1895,各种图案也都很喜欢,图案,很,0,喜欢
1896,这家店的尺码标准和一般人标准不一样,尺码标准,0,不,一样
1897,衣服洗后有点褪色,布料,有点,0,缩水褪色
1898,看到衣服做工真差,衣服做工,0,0,真差
1899,质量也还行,质量,还,0,行
1900,颜色很好看,颜色,很,0,好看
1901,衣服很好大小也合适,大小,0,0,合适
1902,🔲这个衣服穿着很凉快,衣服,很,0,凉快
1903,整体评价：穿着还挺舒适,整体,挺,0,舒适
1904,质量非常不错,质量,非常,0,不错
1905,材质特性：还可以,材质,还,0,可以
1906,穿起来透气不闷热 上身效果：还不错,布料,0,0,透气
1907,穿起来蛮吸汗的,面料,蛮,0,吸汗
1908,东西也挺好,东西,挺,0,好
1909,整体评价：物美价美,整体,0,0,物美价美
1910,摸着也很舒服,面料,很,0,舒服
1911,价格便宜穿着感觉还不错,价格,0,0,便宜
1912,整体评价：面料摸着非常舒服,面料,非常,0,舒服
1913,滑滑的 上身效果：上身效果不错,上身效果,0,0,不错
1914, 尺码推荐：大小合适,尺码,0,0,合适
1915,质量确实不错,质量,0,0,不错
1916,穿上很是凉快很好,布料,很,0,凉快
1917,穿了感觉蛮合身的,尺码,蛮,0,合身
1918,做工还不错,做工,还,0,不错
1919,上身还是相当不错的,上身,相当,0,不错
1920,衣服质量有问题,衣服质量,0,0,有问题
1921,衣服穿的很舒服,衣服,很,0,舒服
1922,主要还便宜,价格,0,0,便宜
1923,衣服是超级便宜 ,衣服,超级,0,便宜
1924,价格很优惠,价格,很,0,优惠
1925,面料品质：还可以,面料,0,0,可以
1926,摸起来手感可以的,手感,0,0,可以
1927,夏天很合适,尺码,很,0,合适
1928,衣服还不错喔面料很有弹性,面料,0,0,弹性
1929,衣服上的图案也挺好看都是自己喜欢的,图案,挺,0,好看
1930,质量确实不咋的,质量,0,0,不咋的
1931,外观也很漂亮,外观,很,0,漂亮
1932,面料非常好,面料,非常,0,好
1933,衣服弹力十足又丝滑,衣服,0,0,弹力十足
1934,非常不错的购物体验,购物体验,非常,0,不错
1935,材质非常好,材质,非常,0,好
1936,价格很便宜 穿身上感觉挺好 ,价格,很,0,便宜
1937,样式也不错👍挺实惠很不错的,式样,很,0,不错
1938,穿上以后非常不透气,衣服,非常,0,不透气
1939,穿起来很舒服赞赞赞赞赞赞赞赞赞赞赞赞赞,面料,很,0,舒服
1940,非常不透气不舒服,衣服,非常,0,不透气
1941,面料品质：料子非常舒服,料子,非常,0,舒服
1942, 上身效果：穿身上很好看,上身效果,很,0,好看
1943,图案也不错👍 整体评价：很喜欢这件衣服,图案,0,0,不错
1944,码号不符合,码号,0,不,符合
1945,材料不是棉的,材料,0,不是,棉的
1946,整体评价：各方面都挺好,整体,挺,0,好
1947,衣服质量非常不错性价比非常高喜欢的小伙伴赶紧入手吧太便宜了,衣服,非常,0,不错
1948,看起来还不错,衣服,0,0,不错
1949,发货够快😂收到货还真的挺喜欢,发货,0,0,够快
1950,质量比路边摊的好多了,质量,0,0,好
1951,衣服非常好看,衣服,非常,0,好看
1952,图案倒是不错,图案,0,0,不错
1953,衣服质量也还可以,衣服质量,还,0,可以
1954,衣服不错挺划算的,衣服,挺,0,不错
1955,价格也便宜穿上很舒服,价格,0,0,便宜
1956,衣服质地很好,衣服质地,很,0,好
1957,便宜穿起来还挺舒服的,价格,挺,0,便宜
1958,衣服也很质量也很好,质量,很,0,好
1959,至少能让人穿嘛 尺码推荐：基本不准,尺码,0,不,准
1960,衣服质量还行,衣服质量,还,0,行
1961,这个价格买到这个衣服还挺划算的,价格,挺,0,划算
1962,穿得很舒服,面料,很,0,舒服
1963,非常的柔软,尺码,非常,0,柔软
1964,尺码也很合适穿起来非常舒服,尺码,很,0,合适
1965,料子属于比较有弹性的那种,料子,比较,0,有弹性
1966,四个款式都很好看,款式,很,0,好看
1967,推荐购买衣服挺好看的,衣服,挺,0,好看
1968,这衣服手感不错,衣服手感,0,0,不错
1969,应该穿起来会舒服的,面料,0,0,舒服
1970,尺码刚刚好,尺码,刚刚,0,好
1971,值上身非常舒服,上身,非常,0,舒服
1972,里面的线条都是很杂乱的,线条,很,0,杂乱
1973,可以看到胸部两点 面料品质：不好,面料,0,不,好
1974,胸前的图案也是我喜欢的类型,图案类型,0,0,喜欢
1975,衣服料子很好,衣服料子,很,0,好
1976,夏天穿的透气舒服,面料,0,0,透气舒服
1977,宝贝很棒我很喜欢,宝贝,很,0,棒
1978,穿在身上也很合适,尺码,很,0,合适
1979,富有新意；质地精良,质地,0,0,精良
1980,暂时还未发现有破损之处；手感细腻,手感,0,0,细腻
1981,以后还来这家买衣服的质量不错,衣服质量,0,0,不错
1982,穿上很凉快,布料,很,0,凉快
1983,适合夏天穿着舒服,面料,0,0,舒服
1984,质量也很不错,质量,很,0,不错
1985,面料也还可以,面料,还,0,可以
1986,整体评价：还行 材质特性：像是那种纯棉的面料,整体,还,0,行
1987, 厚薄度：那还行吧,厚薄度,还,0,行
1988,质量都很好,质量,很,0,好
1989,整体评价：穿起来是真的不错,整体,0,0,不错
1990, 上身效果：好 非常满意啊 尺码推荐：尺码准确,尺码,非常,0,准确
1991,东西很不错,东西,很,0,不错
1992,夏季穿很合适,尺码,很,0,合适
1993,布料还是不错的,布料,0,0,不错
1994,衣服收到了不错,衣服,0,0,不错
1995,样式也挺好看的,样式,挺,0,好看
1996,物流很快很给力,物流,很,0,给力
1997,质量看起来也不错,质量,0,0,不错
1998,好评上身效果：很好,上身效果,很,0,好
1999,价钱也很划算,价钱,很,0,划算
2000,整体评价：挺舒服的,整体,挺,0,舒服
2001,值得大家购买 材质特性：可以,材质,0,0,可以
2002, 上身效果：好看,上身效果,0,0,好看
2003,不错 尺码推荐：合适的 厚薄度：挺好的,尺码,挺,0,合适
2004,凉快 面料品质：舒服,面料,0,0,舒服
2005,穿在身上尺码也刚好,尺码,刚,0,好
2006,衣服有弹性而且感觉比较湿滑,衣服,比较,0,有弹性
2007,打开后发现尺寸大小非常合适,尺寸,非常,0,合适
2008,买的符合我的尺码,尺码,0,0,合适
2009,面料倒是还行衣服收到了,面料,还,0,行
2010,整体还不错,整体,还,0,不错
2011,衣服摸上去非常舒服,衣服,非常,0,舒服
2012,而且价格实惠,价格,0,0,实惠
2013,衣服挺好的哦,衣服,挺,0,好
2014,摸着料子也舒服,料子,0,0,舒服
2015,图案也是自己喜欢的,图案,0,0,喜欢
2016,料子非常不好,料子,非常,0,不好
2017,整体评价：性价比还行,性价比,还,0,行
2018,材质蛮不错的,材质,蛮,0,不错
2019,上身很轻薄,上身,很,0,轻薄
2020,态度也很好,态度,很,0,好
2021,希望质量好,质量,0,0,好
2022,弹性很好很凉快,弹性,很,0,好
2023,料子也挺好,料子,挺,0,好
2024,真没想到这个价位能买到这么合适的,价位,0,0,合适
2025,摸起来也舒服,面料,0,0,舒服
2026,穿了半个月效果很好,效果,很,0,好
2027, 质量很赞建议购买,质量,很,0,赞
2028,穿着也很舒服款式嘛也挺好看的,款式,挺,0,好看
2029,价格便宜～不错的呦,价格,0,0,便宜
2030,上身效果：宽松舒适,上身效果,0,0,舒适
2031,衣服收到了物流很快包装也很好,包装,很,0,好
2032,面料很柔软满意棒棒哒,面料,很,0,柔软
2033,39块钱4件的衣服布料有点太薄了,衣服布料,太,0,薄
2034,而且尺码比标准偏小,尺码,偏,0,小
2035,衣服收到了很合身,衣服,很,0,合身
2036,面料摸起来也很不错是棉质的,面料,0,0,棉质
2037,价格也不贵还没有下手的赶快行动起来了,价格,0,不,贵
2038,面料 柔软,面料,0,0,柔软
2039,看着很不错,衣服,很,0,不错
2040,图案很好看,图案,很,0,好看
2041,布料非常好,布料,非常,0,好
2042,整体评价：跟图片描述基本没有差距 材质特性：透气,材质,0,没有,差距
2043,你这尺码不标准,尺码,0,不,标准
2044,买来的衣服不合适啊,衣服,0,不,合适
2045,衣服不掉毛,衣服,0,不,掉毛
2046,大小合适很好很薄,大小,很,0,合适
2047,性价比非常高,性价比,非常,0,高
2048,面料柔软舒适,面料,0,0,柔软
2049,价格还便宜,价格,还,0,便宜
2050,穿起来也不错,衣服,0,0,不错
2051,就像价格一样廉价,价格,0,0,廉价
2052,衣服面料很舒服,衣服面料,很,0,舒服
2053,夏天穿舒服,面料,0,0,舒服
2054,面料柔软 夏天最合适,面料,最,0,合适
2055,穿着特别的舒服,面料,特别,0,舒服
2056,主要还这么便宜,价格,0,0,便宜
2057,可能是莫代尔吧  柔软 弹性大  贴身  不板的慌,面料,0,0,柔软
2058,时尚有个性,设计,0,0,时尚
2059,穿在身上比较凉快舒服,布料,比较,0,凉快
2060,这个图案也很好看,图案,很,0,好看
2061,服务好物流快,服务,0,0,好
2062,整体满意 材质特性：纯棉的 ,材质,0,0,纯棉
2063,挺舒服的 尺码推荐：尺码推荐的也还可以 厚薄度：薄厚适中 ,厚薄度,0,0,适中
2064,总体来说不错  穿着舒服  感觉很好看东西收到了,总体,0,0,不错
2065,这个价格还可以,价格,还,0,可以
2066, 衣服挺好看的,衣服,挺,0,好看
2067,第一印象不错,第一印象,0,0,不错
2068,质量方面也还行毕竟那么便宜,质量,还,0,行
2069,穿着很舒适,面料,很,0,舒适
2070,这个价位能买到这样的衣服真心很不错,价位,很,0,不错
2071,夏天穿着应该很舒服,面料,很,0,舒服
2072,整体评价：衣服真的不错,整体,0,0,不错
2073,材质特性：衣服摸起来柔顺舒服,材质,0,0,柔顺舒服
2074,宝贝也很好看,宝贝,很,0,好看
2075,整体评价：物美价廉,整体,0,0,物美价廉
2076,这服务还不错,服务,还,0,不错
2077,衣服和图片相符尺码正好合适,尺码,0,0,合适
2078,衣服合身不拉夸,衣服,0,0,合身
2079,送到的时候包装完好,包装,0,0,完好
2080,尺码也不对,尺码,0,0,不对
2081,衣服材质不错,衣服材质,0,0,不错
